,0.0_f1-score,0.0_precision,0.0_recall,0.0_support,0_f1-score,0_precision,0_recall,0_support,1.0_f1-score,1.0_precision,1.0_recall,1.0_support,1_f1-score,1_precision,1_recall,1_support,auroc,best_profit,best_threshold,f1_score,macro avg_f1-score,macro avg_precision,macro avg_recall,macro avg_support,micro avg_f1-score,micro avg_precision,micro avg_recall,micro avg_support,model_type,params,precision,recall,weighted avg_f1-score,weighted avg_precision,weighted avg_recall,weighted avg_support
0,,,,,0.9264305177111717,0.9550561797752809,0.8994708994708994,378.0,,,,,0.6447368421052632,0.5632183908045977,0.7538461538461538,65.0,0.911965811965812,0.5346153846153846,0.2,0.6447368421052632,0.7855836799082174,0.7591372852899393,0.8266585266585267,443,0.8781038374717833,0.8781038374717833,0.8781038374717833,443,xgboost,,0.5632183908045977,0.7538461538461538,0.8850984885590631,0.8975630504680701,0.8781038374717833,443
0,,,,,0.9278350515463917,0.9045226130653267,0.9523809523809523,378.0,,,,,0.4909090909090909,0.6,0.4153846153846154,65.0,0.8831094831094831,0.31153846153846154,0.5,0.4909090909090909,0.7093720712277413,0.7522613065326633,0.6838827838827839,443,0.873589164785553,0.873589164785553,0.873589164785553,443,adaboost,,0.6,0.4153846153846154,0.8637262762835823,0.8598409655500983,0.873589164785553,443
0,,,,,0.9124668435013262,0.9148936170212766,0.91005291005291,378.0,,,,,0.5,0.4925373134328358,0.5076923076923077,65.0,0.8010785510785512,0.31153846153846154,0.225,0.5,0.7062334217506632,0.7037154652270562,0.7088726088726088,443,0.8510158013544018,0.8510158013544018,0.8510158013544018,443,gradientboost,,0.4925373134328358,0.5076923076923077,0.8519468777505673,0.8529226018220697,0.8510158013544018,443
0,,,,,0.9401041666666666,0.9256410256410257,0.955026455026455,378.0,,,,,0.6101694915254237,0.6792452830188679,0.5538461538461539,65.0,0.8457061457061458,0.45576923076923076,0.4,0.6101694915254237,0.7751368290960452,0.8024431543299468,0.7544363044363045,443,0.8961625282167043,0.8961625282167043,0.8961625282167043,443,ensemble,"dict_keys(['neural_net', 'dt', 'nb', 'logr'])",0.6792452830188679,0.5538461538461539,0.891693887018403,0.8894881514413863,0.8961625282167043,443
0,0.9489603024574669,0.9194139194139194,0.98046875,256.0,,,,,0.2702702702702703,0.5,0.18518518518518517,27.0,,,,,0.8003472222222222,0.11574074074074074,0.45,0.2702702702702703,0.6096152863638686,0.7097069597069596,0.5828269675925926,283,0.9045936395759717,0.9045936395759717,0.9045936395759717,283,grid_search_MLP,"{'mlpc__hidden_layer_sizes': (3, 3), 'mlpc__learning_rate_init': 0.001}",0.5,0.18518518518518517,0.8842089566304199,0.8793991638514607,0.9045936395759717,283
0,0.9431818181818181,0.9154411764705882,0.97265625,256.0,,,,,0.21052631578947367,0.36363636363636365,0.14814814814814814,27.0,,,,,0.6939380787037037,0.05092592592592592,0.7250000000000001,0.21052631578947367,0.5768540669856459,0.6395387700534759,0.5604021990740741,283,0.8939929328621908,0.8939929328621908,0.8939929328621908,283,decision_tree,"{'dt__criterion': 'entropy', 'dt__max_depth': 6, 'dt__max_features': None, 'dt__min_samples_split': 70}",0.36363636363636365,0.14814814814814814,0.8732818232539266,0.8627954876136127,0.8939929328621908,283
0,0.9302325581395349,0.9230769230769231,0.9375,256.0,,,,,0.27999999999999997,0.30434782608695654,0.25925925925925924,27.0,,,,,0.7255497685185186,0.037037037037037035,0.9,0.27999999999999997,0.6051162790697674,0.6137123745819398,0.5983796296296297,283,0.872791519434629,0.872791519434629,0.872791519434629,283,naive_bayes,{'nb__alpha': 0.75},0.30434782608695654,0.25925925925925924,0.8681962363382365,0.8640462318446648,0.872791519434629,283
0,0.9498069498069499,0.9389312977099237,0.9609375,256.0,,,,,0.4583333333333333,0.5238095238095238,0.4074074074074074,27.0,,,,,0.8738425925925926,0.26851851851851855,0.45,0.4583333333333333,0.7040701415701416,0.7313704107597238,0.6841724537037037,283,0.9081272084805654,0.9081272084805654,0.9081272084805654,283,logistic_regression,"{'lr__C': 78.47599703514607, 'lr__penalty': 'l1', 'lr__solver': 'liblinear'}",0.5238095238095238,0.4074074074074074,0.9029172408147674,0.8993260401293202,0.9081272084805654,283
0,0.9503816793893128,0.9291044776119403,0.97265625,256.0,,,,,0.38095238095238093,0.5333333333333333,0.2962962962962963,27.0,,,,,0.8706597222222222,0.19907407407407407,0.4,0.38095238095238093,0.6656670301708469,0.7312189054726368,0.6344762731481481,283,0.9081272084805654,0.9081272084805654,0.9081272084805654,283,xgboost,,0.5333333333333333,0.2962962962962963,0.8960545025066373,0.8913453931754655,0.9081272084805654,283
0,0.9423076923076923,0.928030303030303,0.95703125,256.0,,,,,0.34782608695652173,0.42105263157894735,0.2962962962962963,27.0,,,,,0.8741319444444444,0.14351851851851852,0.5,0.34782608695652173,0.645066889632107,0.6745414673046252,0.6266637731481481,283,0.8939929328621908,0.8939929328621908,0.8939929328621908,283,adaboost,,0.42105263157894735,0.2962962962962963,0.8855903660021036,0.8796614085808804,0.8939929328621908,283
